player_id,team_id,matches,goals,shirt_number,debut,coach_id,debut_game_id,career_state
1038447,22977,6,0,21,,109039.0,4338314.0,CURRENT_NATIONAL_PLAYER
1038677,21669,0,0,23,,,,RECENT_NATIONAL_PLAYER
103890,3584,131,2,17,,5100.0,1052865.0,CURRENT_NATIONAL_PLAYER
1039196,12933,2,0,0,,105519.0,4575444.0,CURRENT_NATIONAL_PLAYER
1039275,11946,0,0,0,,,,RECENT_NATIONAL_PLAYER
1039275,28164,2,2,0,,,4466961.0,RECENT_NATIONAL_PLAYER
1039356,3586,0,0,5,,9451.0,2371711.0,CURRENT_NATIONAL_PLAYER
104006,3700,2,0,22,,,,RECENT_NATIONAL_PLAYER
1040926,19533,5,0,0,,4922.0,4466951.0,RECENT_NATIONAL_PLAYER
1041083,12519,1,0,0,,4922.0,4713282.0,CURRENT_NATIONAL_PLAYER
1041083,19533,2,0,0,,4922.0,4615742.0,RECENT_NATIONAL_PLAYER
1041092,19533,2,0,0,,4922.0,4527824.0,RECENT_NATIONAL_PLAYER
1041091,19533,7,1,7,,4922.0,4466951.0,RECENT_NATIONAL_PLAYER
1041113,34658,0,0,19,,,,CURRENT_NATIONAL_PLAYER
1041113,34659,0,0,10,,,,CURRENT_NATIONAL_PLAYER
1041113,102372,1,0,10,,87861.0,4425299.0,CURRENT_NATIONAL_PLAYER
104124,3299,0,0,0,,,,RETIRED_NATIONAL_PLAYER
104124,3671,24,5,9,,7898.0,3583569.0,CURRENT_NATIONAL_PLAYER
1041385,10830,1,0,20,,,,CURRENT_NATIONAL_PLAYER
1041614,21426,13,0,12,,55359.0,4261483.0,RECENT_NATIONAL_PLAYER
1041600,3380,1,0,18,,,,RECENT_NATIONAL_PLAYER
1041600,16868,0,0,0,,,,CURRENT_NATIONAL_PLAYER
1042598,68628,2,0,0,,,4617314.0,CURRENT_NATIONAL_PLAYER
1042715,12148,1,0,14,,25165.0,4354631.0,CURRENT_NATIONAL_PLAYER
1042884,20902,6,0,14,,12944.0,4466942.0,RECENT_NATIONAL_PLAYER
1042882,20902,0,0,0,,6168.0,2428430.0,CURRENT_NATIONAL_PLAYER
1042882,21741,8,0,0,,12944.0,4444795.0,RECENT_NATIONAL_PLAYER
1042873,20902,0,0,0,,6168.0,2428430.0,CURRENT_NATIONAL_PLAYER
1042873,21741,6,0,0,,57334.0,4466958.0,RECENT_NATIONAL_PLAYER
1042885,20902,0,0,0,,6168.0,2428430.0,CURRENT_NATIONAL_PLAYER
1042885,21741,8,3,0,,12944.0,4444795.0,RECENT_NATIONAL_PLAYER
1042886,16783,2,0,23,,8201.0,4576993.0,RECENT_NATIONAL_PLAYER
1042886,21741,4,2,0,,12944.0,4444795.0,RECENT_NATIONAL_PLAYER
1042886,28076,4,2,0,,9251.0,4617414.0,CURRENT_NATIONAL_PLAYER
1042886,28143,6,3,0,,79037.0,3944583.0,RETIRED_NATIONAL_PLAYER
1042886,30322,2,0,0,,94541.0,4026661.0,RETIRED_NATIONAL_PLAYER
1043003,3381,1,0,26,,11795.0,4619073.0,RECENT_NATIONAL_PLAYER
1043003,9568,15,0,3,,41165.0,4086002.0,CURRENT_NATIONAL_PLAYER
1042945,28164,0,0,0,,,,CURRENT_NATIONAL_PLAYER
1042945,31200,1,0,0,,61445.0,4575336.0,RECENT_NATIONAL_PLAYER
1044284,24978,11,0,8,,4389.0,4579901.0,CURRENT_NATIONAL_PLAYER
104466,5148,81,2,13,,6988.0,1136898.0,RETIRED_NATIONAL_PLAYER
1044831,4311,1,0,0,,84856.0,4607695.0,CURRENT_NATIONAL_PLAYER
104495,17754,20,13,9,,35337.0,2528370.0,RECENT_NATIONAL_PLAYER
1045167,22987,1,0,8,,,,CURRENT_NATIONAL_PLAYER
1045168,8771,0,0,14,,,,CURRENT_NATIONAL_PLAYER
1045168,8771,0,0,0,,,,CURRENT_NATIONAL_PLAYER
1045168,8771,0,0,0,,,,CURRENT_NATIONAL_PLAYER
1045168,22987,0,0,14,,8709.0,2372161.0,RECENT_NATIONAL_PLAYER
1045986,5710,1,0,4,,51800.0,4715602.0,CURRENT_NATIONAL_PLAYER
1045986,9067,5,0,5,,22694.0,4438715.0,RECENT_NATIONAL_PLAYER
1045972,3591,3,0,0,,63806.0,4406031.0,RECENT_NATIONAL_PLAYER
1045972,34868,2,0,8,,123094.0,4230766.0,RECENT_NATIONAL_PLAYER
1046001,11943,1,0,1,,56930.0,4576511.0,RECENT_NATIONAL_PLAYER
1046260,28076,1,0,0,,9251.0,4508636.0,CURRENT_NATIONAL_PLAYER
1046464,25514,5,3,8,,76250.0,4449872.0,RECENT_NATIONAL_PLAYER
1046726,22987,4,0,22,,63130.0,4176607.0,RECENT_NATIONAL_PLAYER
1046867,3442,0,0,18,,,,CURRENT_NATIONAL_PLAYER
1046867,16299,5,1,19,,33730.0,4454018.0,RECENT_NATIONAL_PLAYER
1046963,11946,0,0,0,,,,CURRENT_NATIONAL_PLAYER
1046963,28164,0,0,0,,,,RECENT_NATIONAL_PLAYER
1047136,5709,1,0,0,,16320.0,4659539.0,CURRENT_NATIONAL_PLAYER
1047136,5710,1,0,6,,51800.0,4609254.0,RECENT_NATIONAL_PLAYER
1047280,21340,3,0,0,,105317.0,4715429.0,CURRENT_NATIONAL_PLAYER
1047280,31269,5,0,0,,89675.0,4447744.0,RECENT_NATIONAL_PLAYER
1047622,22585,4,0,1,,114341.0,4443873.0,RECENT_NATIONAL_PLAYER
1047480,23102,3,1,21,,28184.0,4466963.0,RECENT_NATIONAL_PLAYER
1048147,21426,2,1,0,,6401.0,4469348.0,RECENT_NATIONAL_PLAYER
1048145,21426,2,0,0,,6401.0,4469348.0,RECENT_NATIONAL_PLAYER
1048715,9067,2,0,1,,22694.0,4578292.0,RECENT_NATIONAL_PLAYER
1049020,21340,12,0,4,,105317.0,4466947.0,CURRENT_NATIONAL_PLAYER
1049020,31269,2,0,0,,89675.0,4487356.0,RECENT_NATIONAL_PLAYER
1049151,3856,9,0,0,,98314.0,4043283.0,CURRENT_NATIONAL_PLAYER
1049905,16868,0,0,0,,,,CURRENT_NATIONAL_PLAYER
1049905,17622,0,0,6,,4464.0,2370881.0,RECENT_NATIONAL_PLAYER
1049888,30136,3,0,0,,12231.0,4025719.0,CURRENT_NATIONAL_PLAYER
1050051,52540,4,0,12,,95593.0,4244005.0,CURRENT_NATIONAL_PLAYER
1050116,12395,3,2,9,,61553.0,4444706.0,RECENT_NATIONAL_PLAYER
1050120,12609,7,0,17,,58621.0,4466939.0,RECENT_NATIONAL_PLAYER
1050131,24963,1,0,10,,54020.0,4599736.0,CURRENT_NATIONAL_PLAYER
1050219,16372,5,0,19,,11925.0,4447736.0,RECENT_NATIONAL_PLAYER
1050215,16372,8,2,7,,11925.0,4447736.0,RECENT_NATIONAL_PLAYER
1050215,16373,1,0,16,,10566.0,4659538.0,CURRENT_NATIONAL_PLAYER
1050344,22513,2,0,18,,97635.0,4548712.0,RECENT_NATIONAL_PLAYER
1050340,28031,0,0,4,,,,CURRENT_NATIONAL_PLAYER
1050340,47789,0,0,4,,,,CURRENT_NATIONAL_PLAYER
1050852,16274,1,0,4,,42387.0,4599786.0,CURRENT_NATIONAL_PLAYER
1051589,32341,4,6,19,,58084.0,4716408.0,CURRENT_NATIONAL_PLAYER
1051589,41202,3,3,10,,39767.0,4425272.0,RECENT_NATIONAL_PLAYER
1051640,20902,0,0,0,,6168.0,2428430.0,CURRENT_NATIONAL_PLAYER
1051640,21741,5,1,0,,57334.0,4466958.0,RECENT_NATIONAL_PLAYER
1051766,16371,14,1,16,,18420.0,4447744.0,RECENT_NATIONAL_PLAYER
1052274,27256,6,0,8,,88454.0,4453273.0,RECENT_NATIONAL_PLAYER
1052292,32344,0,0,18,,,,CURRENT_NATIONAL_PLAYER
1052420,23658,5,1,0,,42042.0,4444785.0,CURRENT_NATIONAL_PLAYER
1052493,21668,5,0,18,,56240.0,4471221.0,RECENT_NATIONAL_PLAYER
1052493,21669,2,0,18,,56240.0,4714709.0,CURRENT_NATIONAL_PLAYER
1052641,12933,6,3,17,,24538.0,4318491.0,RECENT_NATIONAL_PLAYER
1052819,7658,2,0,0,,49259.0,4450747.0,CURRENT_NATIONAL_PLAYER
1053217,21100,2,0,0,,55359.0,4454032.0,RECENT_NATIONAL_PLAYER
1053217,21426,5,0,0,,6401.0,4447743.0,RECENT_NATIONAL_PLAYER
1053772,26099,6,0,19,,14874.0,4170185.0,RECENT_NATIONAL_PLAYER
1053908,38740,4,0,6,,38229.0,4454042.0,CURRENT_NATIONAL_PLAYER
1054148,16371,8,1,7,,18420.0,4447744.0,RECENT_NATIONAL_PLAYER
1054148,16372,2,1,21,,18420.0,4722240.0,CURRENT_NATIONAL_PLAYER
1054148,16372,0,0,0,,,982113.0,CURRENT_NATIONAL_PLAYER
1054347,21426,0,0,0,,,2465090.0,RETIRED_NATIONAL_PLAYER
1054471,25514,4,0,4,,76250.0,4449872.0,RECENT_NATIONAL_PLAYER
1054491,25507,0,0,1,,,4620573.0,CURRENT_NATIONAL_PLAYER
1054480,32645,2,0,19,,61856.0,4489897.0,CURRENT_NATIONAL_PLAYER
105470,3439,76,0,1,,3592.0,2626892.0,CURRENT_NATIONAL_PLAYER
1054839,23658,4,0,0,,42042.0,4444785.0,RECENT_NATIONAL_PLAYER
1054934,3575,3,0,9,,26199.0,4619039.0,CURRENT_NATIONAL_PLAYER
1055212,23488,0,0,10,,,,CURRENT_NATIONAL_PLAYER
1055220,9567,1,0,1,,34304.0,4597903.0,CURRENT_NATIONAL_PLAYER
1055247,22586,2,0,13,,68795.0,4470347.0,RECENT_NATIONAL_PLAYER
1055894,57263,4,0,8,,45996.0,4276050.0,CURRENT_NATIONAL_PLAYER
1056102,22585,4,1,20,,114341.0,4443872.0,RECENT_NATIONAL_PLAYER
1056294,25514,6,1,3,,76250.0,4449872.0,RECENT_NATIONAL_PLAYER
1056430,31269,6,0,0,,89675.0,4447744.0,RECENT_NATIONAL_PLAYER
1056437,23260,10,1,11,,94541.0,4447766.0,RECENT_NATIONAL_PLAYER
1056459,17379,12,5,9,,,1067761.0,RECENT_NATIONAL_PLAYER
1056641,38740,4,0,1,,38229.0,4454042.0,CURRENT_NATIONAL_PLAYER
